id,text,succ,label,num_queries,sub_rate
14_orig,"perhaps one of the best movies ever made. orry and goerge s friendship runs deep, and the war puts a strain on their strong friendship. as a southerner, i can honestly say this epic is as accurate as it gets. brothers fighting brothers. can you imagine what life must have been living during those times? the best part of the movie, for me, was when the south surrenders ; general grant is urging president lincoln to really stick it to the south, he says, mr. president, a lot of folks want the south to bleed over what they ve done... president lincoln, turns to him and in a very tired voice says, the south has bled enough... and so have we... i burst into tears, and take a deep breath. what a president! it s like a father saying his son has been punished enough, and despite his anger he realizes his point has been made. this war was a very dark time for our young country, and it had to be fought. president lincoln knew this. i m urging everyone who reads this to watch this movie, and add it to your dvd collection. then, thank god that our country was preserved. as jesus said, a house",none,1,none,0
15_orig,"i have to say when it comes to book to movie adaptations the bbc rarely lets me down. now regarding this mini series. i love the starling novel, it s by far the best murder mystery i ve ever read. the mini series, it defiantly made my day when i saw it. the primary story was kept near perfectly intact. the characters match the ones to the novel very well, the personalities and mannerisms were spot on for red and jez. i thought duncan was done very well as was kate, eric came off as too much of a simplistic character, he had a little more depth in the book, but they also altered his sub story so that may have had to deal with it. of course there are changes, but most are cosmetic, but some i found disappointment in, the sub story with eric murder charge was changed and that changed the whole dynamic between red and eric for the movie, and they cut out the triathalon training jez was doing. some of the other events in the book are changed to be viewer friendly. over all if you liked the book, you will like this, if you like the mini series, then you ll love the book. i must say, this is the most",none,1,none,0
16_orig,"a poorly paced sf horror venture that takes itself much too seriously, memorable only for a the beautiful mathilda may wandering around naked through the chaos and b terrible miscasting. it has a few mildly gruesome effects and startling moments, and some unintentionally funny scenes, but is mostly a waste of time.",none,0,none,0
17_orig,"this must rate with the worst films i have ever seen. it just wasn t funny. my wife fell asleep. i suppose if you are the sort of person who goes all gooey eyed at the sight of a dog then it may do something for you. if you expect a comedy film to have some humour in it then you will be disappointed unless you find an english radio announcer saying the f word a lot hilarious. the strippers in the club kept their underwear on so there wasn t even a bit of nudity to relieve the boredom. what did happen in the strip club made no sense at all. there was a great deal of mumbling by the lead character with whom i developed no sympathy at all. mena suvari was hardly in the film, presumably just there to make people think it was a serious attempt at producing a film. the bad guys were unconvincing and carried as much menace as a dead sheep.",none,0,none,0
18_orig,"early jackie chan film where there is no sign of the chan persona we know. this is chan in a full on traditional revenge tale of the sort that was cloned and re cloned by countless producers and studios all through hong kong taiwan and mainland china. its a very serious story that shows none of the humor and warmth that would catapult jackie chan to super stardom. its also clear from watching this that had he not reinvented himself odds are we would never have known him because his career would have been painfully short. as a film on its own merits this is a good looking but pretty unremarkable movie. i was watching it, in the midst of an all day marathon of martial arts films and it would have blended together with every other film that i watched that day had i not noticed jackie in the film. honestly i don t think the film is really worth bothering with there are too many other better variations except if you re interested in seeing where jackie chan started.",none,0,none,0
19_orig,"it s always interesting to catch a line in a film that winds up being somewhat prophetic for the future of an actor. in this case, i was intrigued by edward g. robinson s statement to barbara stanwyck i promised you the valley, as he discusses the lone hold outs to his attempt to control all the land in logasa. ten years later, stanwyck would star as the matriarch of the barkley family on the big valley. somehow i thought she might have looked older in the earlier picture ; i guess all those bright gowns and fancy riding outfits have a way of bringing out one s youthful side.as for my summary line above, that s lee wilkison s appraisal of john parrish glenn ford, one of those hold outs mentioned earlier, shortly after parrish uses his knowledge of military tactics to take out a number of wilkison hands after they raid his ranch and torch his home. i liked the way the film explored his character, starting with the way he dealt with foreman wade matlock richard jaeckel in a calculated showdown. the set up for the ambush was also a clever maneuver, diametrically opposed to the strategy of rushing the bad guys head on",none,1,none,0
20_orig,"the idea behind this movie was great. the story of a little girl facing abuse both emotional and physical and trying to deal with it and survive. what makes the movie fall apart is the terrible use of voice overs and the corny dialog. the actors have to point out the most obvious things over and over again. also, there is very tedious, almost funny, overuse of metaphors in the voice overs. the high point is the acting of the little girl. nice try, but this one s a stinker.",none,0,none,0
21_orig,i remember coming home from school to watch up and coming this was the story of a black family that moves out of the gheto into a up class community the family was name wilson frank wilson man with his own construction business his wife joyce was a bank manager they had 3 teenage kids kevin valerie and marcus. this was a very good show. it was educational with out being preachie. the show was well written. this show gave us a look at a successful african american before the cosby show. a lot a black actor appeared on this show from ester role to david hubberd to 227 stonnie jackson to name a few. if you are able to find this show on dvd you should get it for your whole family,none,1,none,0
22_orig,"i thought that one dark night was great! it deserves a 10! as to a statement made by one user, the dead were actually zombies in this movie. a dead person brought back to life is a zombie, regardless of the method or cause for of being brought back to life. the zombies in this movie are used to frighten the girls, not to feed off of them, like traditional zombies. this movie is a definite star among horror flicks of the 80 s. the score and atmosphere are quite eerie, and the audience is kept in suspense throughout the mausoleum scenes. the acting is actually convincing, with genuine expressions of horror at the sight of the undead. although i enjoy all zombie flicks, this movie is a refreshing change from the typical flesh eating zombie movie.",none,1,none,0
23_orig,"i watched gristle primarily for the presence of michael dorn, as i enjoyed his worf portrayal on star trek tng, but had never seen him out of his makeup. dorn appears to have a nice presence, and probably has the potential for a profitable acting career. this movie, however, gave him little dramatic challenge, except to prove that he can, indeed, use the f word.it appears that this movie was made by someone who fancied himself as a forward thinking type, with a social conscience. yeah for 1965. today, the themes are so belabored and sophomoric and cornball that even spike lee s dreadful bamboozled looks good in comparison.this crime caper flick has an intricate labrynth of double, triple, and quadruple crosses, but the plot scheme is so convoluted that it collapses upon itself within the first 30 minutes. mostly, after that point, i simply watched out of momentum, and a mild curiosity about how each scene would play out. there is a great cast here you will recognize virtually everyone as a character actor from much better movies. why are they all in this? i suspect it was 1 the work, and some money, even if modest. 2 perhaps the director knows",none,0,none,0
24_orig,"this movie purports to show a middle class family s attempt to figure out what is going down in the america of the late 1960 s. their trip to a rock festival is as far as their refurbished old bus gets. without exception, the characters are superficial stereotypes.if you want to know which well established hollywood actors were desperate for a paycheck in those days,.. just look at the credits. sal mineo, i had forgotten just how badly his career had hit the skids! thank god, his career rebounded before his untimely death.the writers on this television turkey were clueless. outside of doing weed, their insights into the hippie movement were laughable.",none,0,none,0
25_orig,"excellent film featuring anthony wong that certainly lives up to it s title. erotic, but increasingly violent courtesy of dreams purchased from a crazed occultist that rapidly turn into nightmares of some magnitude as the sorcerer gets inside them to manipulate poor mr wong. well filmed and very fast moving this is a non stop tale of serious magic, herbal medicines, power and corruption but also makes time for some fine sex scenes and some very bloody violence. there is also just a little touch of humour now and again to catch you further off guard and the whole thing makes for a most exhilarating 90 minutes or so. excellent performances all round.",none,1,none,0
26_orig,"this is one of the best movies i have seen in a long time! the director did a wonderful job showing the contrasts between social classes, a situation that is very pertinent in france today. all the characters are lovable, especially juliette and her family. the development of the romance is, while not entirely realistic, at least plausible, and does a wonderful job showing how much people will change for love. i found this to be a heart warming cinderella story but one in which cinderella is a powerful woman in and of herself. i laughed through this entire film, and absolutely loved it. i recommend romuald et juliette to anyone who enjoys unique characters, comedy, and nontraditional romance.",none,1,none,0
27_orig,"no one expects the star trek movies to be high art, but the fans do expect a movie that is as good as some of the best episodes. unfortunately, this movie had a muddled, implausible plot that just left me cringing this is by far the worst of the nine so far movies. even the chance to watch the well known characters interact in another movie can t save this movie including the goofy scenes with kirk, spock and mccoy at yosemite.i would say this movie is not worth a rental, and hardly worth watching, however for the true fan who needs to see all the movies, renting this movie is about the only way you ll see it even the cable channels avoid this movie.",none,0,none,0
28_orig,"my girlfriend, as we walk in the cold london evening in leicester square, after the movie, says : if they didn t speak english and they didn t show the stadium, you could have thought this was the slums of a south american city or some other slum anywhere in the world, not queens in nyc.ramin bahrani is, right now, my official hero, because he seems to have devoted his work to show not the other face of american, but the real face of america.ramin bahrani s movies are like ladri di biciclette, or germania anno zero, or roma citta aperta. chop shop is reality turned into a movie, is more realistic than a documentary, in fact i think ramin bahrani s movies are more realistic than documentaries. this is a great movies, but don t expect any car chase or shooting. this movie is about tragic lives on the margin of the wealthiest, richest country in the world.",none,1,none,0
29_orig,"despite the fact that he worked for the worst government of the 20th century, erwin rommel is generally well regarded by historians and world war ii buffs as a gentleman, a soldier s soldier, and a brilliant tactician in the field of mechanized warfare. if only hitler had given him the troops and materiel he had desired in africa, the argument goes, things would have gone very differently. and that s probably true. rommel was, in fact, a military genius, and by all accounts an upstanding, honest man.but this film goes out of its way to portray him as a near saint. he does his job, trying to win the war for hitler, but constantly the fuhrer interferes and gives him ridiculous orders, which rommel james mason expresses amazement with but rarely actually questions and never, ever disobeys. only when it s patently obvious that hitler is leading germany to ruin does rommel think of treason against him ; this dilemma plays out as the main theme of the film, a good man in bad circumstances trying to do the right thing.mason is fine as rommel, but it s hardly a memorable performance along the lines of, say, george",none,0,none,0
30_orig,"first off, i m not a firefighter, but i m in some kind of para firefighting unit the guys who get called if an earthquake hits and the real firefighters need more people for sar, so i had some training and simulation but i have no real life experience.but still, there are some points one notices as totally unbelievable. i can understand that they removed the mouth nose pieces of the masks and that there is not enough smoke, because the public would otherwise see nothing. but some things defy logic : no second mask attached to the oxygen. how the hell do you want to rescue people trough the smoke without one? rappelling people. no, it s not done like that. i d be screaming too if somebody hitched a rope around me in that fashion and hung me from a building. if i could scream, that is, and not pass out from want of air because the rope squeezes my lungs. the second time when they re abseiling jack it s better but still weird. aim high. no, you bloody don t. you always fight fire from as low as possible. you don t fight want to sprinkle flames, you ll want to extinguish the fire, and that s below the flames. no discipline. they re running around",none,0,none,0
31_orig,"the motion picture association of america has seen fit to advise potential viewers and this is particularly useful to parents and guardians that this film which is hereby titled frostbite is given a r rating.the r rating has specific information which allows any person who not knowing anything about a film to know something about what this film provides.the r was instituted for sexual content including nudity and perverse dialog, language, crude sense of humor and drug use.there is no reward in viewing such a film though it would be useful to know if this could be removed as a possibility at all i would as this reviewer remove such a possibility.this is a film whereby merely a 1 was not the equal to a number as it did not qualify as a film to be counted, in fact such as this purpose is with this film so should such a purpose be with this films place at all.this is a unwholesome and undesirable offerring that should of been given a much stricter interpretation because at no point is conduct or language suitable for viewing and this kind of film may wish for a blacklist rather than a stricter definition as to its content.it is suggested hereby that the stricter definition would allow, it is hereby put forth a criminal charge.it may any way irregardless of its rating",none,0,none,0
32_orig,"this is a truly great film, with excellent direction. the core plot element, the painting of mila s ass is captivating. i really can t express in words just how much i enjoyed watching mila getting her ass painted repeatedly.connor",none,1,none,0
33_orig,"there s no point in comparing this with the original series. though different in look and content, both are true to the original idea. that is, an sf horror anthology series. due to indifferent scheduling in australia, i ve only managed to catch a small number of episodes spread over the first few seasons. the very first episode really did give me the creeps nightmares at my age...! but a number of others did fall flat ; generally when the stories moved into horror realms and away from sf. i only hope the dvds reach us eventually.",none,1,none,0
34_orig,"this film has recently been televised by turner classic movies. it may have been considered racy in its time, and may have made money, but even the most die hard jane russell fan will find it hard to sit through this dreck.there are many movie musicals from the 1950s which can withstand the test of time, even though dated by current standards, but which can still be enjoyed because of good music or dancing or an amusing plot. the french line, however, fails at all of these aspects.it doesn t matter that russell was a fine singer when she is given lousy vocal material. the entire cast is dragged down by a boring, trite plot and dialogue.it s not even worth recording and skipping through to only the musical numbers they re crummy.",none,0,none,0
35_orig,"one dark night is a staple in the 1980 s low budget horror genre. filled with retro puns, clothing and scenery, odn transports the viewer to a simpler time, when horror films were just that... horror! nothing so intense that you can t understand whats going on, the film tells a dark fable of what happens when you mess with the dead. well acted by it s stable of scream queens, and a fine directorial job by tom mcloughlin, whom revels in the time and makes you believe what he s presenting. there is no who done it? and certainly no big twist at the end. it is straight forward and in your face horror from beginning to end, with a lot of 80 s humor thrown in for added spice. i give it 8 simply because some of the special effects fall short towards the end of the film, but at least there is no cgi... perfect film for new fans to the 1980 s horror genre, or anyone looking to re live a fun night of classic horror bliss.",none,1,none,0
36_orig,"i saw this film at the galway film fleadh the year it won best short film. i have to say that i thought the direction was fantastic and the performances from the key cast members were very memorable. both of the main cast are definitely names to watch out for.the final shot over the cliff was mesmerizing and i for one would like to find myself there if i was waiting for the end of the world to happen. the kiss was definitely a great payoff, done with great enthusiasm s!! i can only assume that the film was shot on film, and i have heard that the dop won an award at the tribeca film festival for his work on this film and i must say.... well deserved.i would recommend this film to anyone who was a teenager in the 1980s. it brought back some great memories and some scary ones.",none,1,none,0
37_orig,"all of the great horror movies of the 70 s, 80 s, and even the early 90 s from psycho, to texas chainsaw masacre the original not that warmed over wb crap, to silence of the lambs. the characters in these movies were based upon the crimes of ed gein. the writers and directors tapped into the true story for the inspiration for creating some of the greatest fictional movie killers of all time.the old horror films were great because even though the crimes were loosely based upon the facts of the case of ed gein, they were truly fictional and far removed from the true story.in the case of this movie, they ve created a fictional horror film in which they tried to capitalize on the true story in order to sell a cheap, poorly acted, love story between two characters that nobody really cares about. in fact, in a good horror film these two characters would have been excellent victims.end of lecture... in short, this film was like wearing clammy underwear on a cold afternoon sipping on a nice cup of chilled vomit.",none,0,none,0
38_orig,"in 1990 i saw kathy ireland in person i was at unt in denton during the filming of necessary roughness. strangely enough, the voice she s using in this film isn t too far off from her real speaking voice.anyway, the plot goes like this : kathy gets a letter telling her that her father s fallen into a bottomless pit in africa. she goes and investigates the site of her father s death, only to get sucked into a subterranean world that s part dystopian nightmare, part uninspiring fantasy, and inhabited by rejects from the plasmatics. this movie really wastes the talent of linda kerridge, who, in my opinion, could have been someone had she gotten that one big role that was right for her. anyway, the main hero of the story, gus, is a very lame mark jacko jackson rip off. the original is annoying enough to begin with, but this guy really is torture to watch. eventually the nebbish wanda comes out of her shell and ends up wearing a bikini top and a sarong at the end. if you re going to have kathy ireland in a film in skimpy clothing, it d better be a bikini. anyway, the",none,0,none,0
39_orig,"i watched this after seeing death tunnel this being, without question, the worst movie i ve ever seen in my life so you can understand i went in rolling my eyes a little at seeing the directors and producers of that cinematic gem being in charge of this one. first of all, i thought the director and producer were the same guy. they both are kid rock meets dawg the bounty hunter. i watched the taps investigation, and i am not a skeptic i think taps is the closest one will ever get to a scientific method in the field. that was cool and believable i do believe they are haunted.but this, like the reviewer above mentioned, like taking a tour. okay a tour, fine, but the investigators and group leaders seemed to make a pretty penny and have a financial investment into whether its haunted or not, so when they have fantabulous stories, i have to take it with a heaping teaspoon of salt.as someone else mentioned, i could make out whatever they wanted me to see in the picture about 50 of the time. the rest of the time, i couldn t make out anything. also without any context to the photos time of day, type of camera, moisture in the room, dust particles which 75 are what the orbs",none,0,none,0
40_orig,"the very first time i saw this i recoiled in horror at what was being presented as modern, liberated women.sorry, but i can not relate to whining idiots whose lives revolve around loveless sex and the acquisition of gucci, prada and louis vuitton labels. the troubling thing is that some may actually think this is how career women live in nyc. it s definitely not. these women are incredibly shallow and materialistic and as another reviewer said, they act like gold digging hooches.this is not liberated womanhood and i m glad it s gone. 0 stars and just plain awful",none,0,none,0
41_orig,"writers and directors, by the nature of their craft, stand back a frame from the action in their work to show insights about characters and situations. here, huston and joyce have stepped back a bigger frame yet to show us the ultimate view of what it means to be human. until it s very end the movie appears to be about nothing much, the kind of typical circumstances that fill every day life. it is not until the end of the very final scene that we realize that it is in fact about everything.it is not possible to watch this final scene without simultaneously feeling pity, and also deep affection, for oneself and the rest of fellow beings.",none,1,none,0
42_orig,"i ve seen this movie twice, both times on cinemax. the first time in it s unrated version which is soft core porn at it s best and the second time in a trimmed down cut all the sex and most of the nudity out version which was entertaining in a typical beach movie sort of way. the unrated version has a tremendous sex scene with nikki fritz, a dude and a bottle of oil which is out of this world no pun intended. unfortunately, in the trimmed version that scene is almost completely chopped out, as are all the other sex scenes. rated or unrated it is still fun to watch all the siblings of bigger stars stallone, sheen, travolta, etc ; trying to act. we also get appearances by b queen linnea quigley and burt ward robin from the old batman series.",none,1,none,0
43_orig,"craig brewer is now officially a writer director for whom i will see any film by, no matter how bad it may look. his debut, hustle and flow, was one of my favorites from that year, with its emotionally charged storyline and realistic, fallible characters. i wasn t quite sure what i would end up thinking after seeing this sophomore effort. the cast seemed great, the trailer used music effectively, however, it seemed like there was a good chance it would cross into absurdity, and fast. fortunately, black snake moan hits all its marks dead on. the acting is astonishing, the writing superb, and the editing style, as well as juxtaposed music, riveting the whole way. brewer seems to be a master at getting his characters to have the right mix of both compassion and malice as they set forward on their paths toward redemption.the first moment i knew i was in for a treat was during the abbreviated credit sequence at the beginning. like he did with hustle and flow, brewer lays the music over the widescreen shots perfectly with simply titled fonts coming up statically. the 70 s aesthetic was welcome and helped show that this would be another great character piece in the vain of those from that decade of some of cinema s best.",none,1,none,0
44_orig,"very good precoder starring dick barthelmess, which in a way, kind of reminded me of hawks only angels have wings 1939, in which barthelmess also acted. this film was directed by masterful william wellman, who was responsible for the landmark aviation silent picture wings.barthelmess plays a devil may care airplane pilot, who is a blamed for an aviation accident. afterwards he meets and falls for pretty sally eilers, who participates as part of an act in an itinerant air circus ; but when barthelmess brother appears in scene, a triangular relationship ensues. central airport has many thrilling moments and some moving and touching scenes too, thanks to the great chemistry that develops between barthelmess and eilers who, in my opinion, in this film resembles very much actress dorothy mackaill. tom brown is good as barthelmess brother, fresh from his success in wyler s tom brown of culver.great special effects, good flying stunts, swiftly paced film ; in all, highly entertaining. don t miss it when tcm airs it again.",none,1,none,0
45_orig,"how awful is it? let me count the ways : 1 it is a bait and switch movie that starts out being about a ufo investigation, then turns into a high pressure sales job for christianity. c mon! if the makers of this movie felt so strongly about their message, why disguise it? it annoys non believers and pushes fence sitters in the opposite direction. 2 it s not even a good sales pitch! if the characters in this flick asked me to go to church with them, i d run like hell in the opposite direction. they re scary! 3 the acting is terrible. they all behave as if they were in an educational film about etiquette in the workplace. 4 the cinematography is home movie bad. wait, actually its not even that good. 5 script bad, bad, bad. all dialogue, no action. like a tennis match, they bounce back and forth between the talking head close ups. 6 direction... what direction? oh, there must have been a director there somewhere. i challenge you to figure out where.believe it or not, i have some positive comments about this movie. the editing seemed professional, but couldn t make a difference. a good edit of bad material is still a bad movie. the opening",none,0,none,0
46_orig,"it s all about getting what you want when you want it. and the message of bluebeard s eighth wife is to be careful what you wish for, until what you wish for wishes for you.most men have heard the stories about what happens when your sexual frustration isn t relieved and a certain part of your anatomy turning blue. misogynistic pirates aside, cooper plays a very wealthy man who is very accustomed to getting what he wants whenever he wants it, learning only too late that it wasn t what he expected and never learning his lesson until he runs into the feisty claudette colbert. through a twisted in soul and in practice business deal, he ends up marring buying her with the intent of bedding her, but she will have none of it literally and frustrates him at every turn, and corner, and room, and tourist attraction.the film has definite french sensibilities which means it has strong double entendres and boudoir humor for the day and a sharp edge you re not accustomed to and may not enjoy seeing in either cooper or colbert. the whole reason i watched the film was because they are likable actors, and the whole point of this movie is that they re unlikable people, or at least likable people",none,1,none,0
47_orig,"for their credit, this is one of their more competent pieces of trash, and that s because there s considerably good gore, and an interesting take on ripping off snakes on a plane. but, if there s any more of example of the inconsistency behind asylum s newest rip off it s the two characters at the beginning whom are illegal immigrants and can t understand nor speak english to a texas man sneaking them across the border, yet when they get on a train and meet a friend, they begin understanding and speaking perfect english.aside from being a pretty bad depiction of a hollywood formula, snakes on a train is utterly boring. at least, with snakes on a plane we were given the chance to watch actors wax comedic and attempt to be remotely interesting. the mallachi brothers installment features some of the most boring characters i ve ever seen, from an electrical engineer gee, i wonder how he comes in handy later on, to some stoner surfers, right down to our two main characters attempting to fight off the snake curse that lurks in the husband s wife. snakes is never entertaining, and even when it s very gory, it s still never as good as it has the chance to be, because snakes could have been a funny short film,",none,0,none,0
48_orig,"brett piper again makes a very good film that is trashed by the so called film experts. it is low budget, but fun, and the leading lady is very sexy. i wish i could see more of irene joseph. good viewing fun. i bought the dvd and enjoyed it. the special effects are stop motion animation, and much better than the computer generated crap they call effects today. i always enjoy brett piper movies, and if you liked this i recommend bite me, screaming dead and anything else he has done. i look forward to seeing more of his work and well as more of ms. joseph. i simply can not see why this woman hasn t been in more movies, as her acting is excellent.",none,1,none,0
